원본ID,구역명,자치구,유형,세부유형,단계,공개본
11000UQ120PS202411014432,보문5,성북구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202505310830,북악연립 소규모재건축사업,성북구,재건축,소규모재건축사업,조합설립추진중,2026-09-10
11000UQ120PS202601310025,삼선3,성북구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014413,삼선5,성북구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202601310057,석관4,성북구,재개발,재개발(주택정비형),구역지정,2026-09-10
11000UQ120PS202407010906,석관4구역,성북구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202503070050,석관동 261-22번지 일대,성북구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202503070051,석관동 334-69번지 일대,성북구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014497,성북1,성북구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11290UQ120PS202603130001,성북2,성북구,재개발,재개발(주택정비형),사업시행인가,2026-09-10
11000UQ120PS202407010946,성북3,성북구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014333,신길음,성북구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202411014299,신길음1,성북구,재개발,재개발(도시정비형),건축심의,2026-09-10
11290UQ120PS202603090001,신월곡1,성북구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014103,안암1,성북구,재건축,재건축(단독),조합설립인가,2026-09-10
11000UQ120PS202505310855,월곡동신아파트 소규모재건축사업,성북구,재건축,소규모재건축사업,사업시행계획인가,2026-09-10
11000UQ120PS202505310831,이화연립 소규모재건축사업,성북구,재건축,소규모재건축사업,건축심의,2026-09-10
11000UQ120PS202411014477,장위10,성북구,재개발,재개발(주택정비형),착공,2026-09-10
11290UQ120PS202604240001,장위13-1,성북구,신속통합기획,신속통합기획,기획완료,2026-09-10
11290UQ120PS202604240002,장위13-2,성북구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014453,장위14,성북구,재개발,재개발(주택정비형),건축심의,2026-09-10
11290UQ120PS202607150002,장위15,성북구,재개발,재개발(주택정비형),건축심의,2026-09-10
11000UQ120PS202411014470,장위3,성북구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202411014469,장위6,성북구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202411014480,장위8,성북구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202411014481,장위9,성북구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202505310023,정릉2,성북구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202505310856,정릉7 주택재건축정비사업,성북구,재건축,소규모재건축사업,사업시행계획인가,2026-09-10
11000UQ120PS202411014439,정릉골,성북구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11290UQ120PS202607150003,정릉동 226-1,성북구,모아타운,모아타운,관리지역고시,2026-09-10
11290UQ120PS202605070001,정릉동 559-43번지 일대,성북구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202502050011,정릉동 898-16 일대,성북구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202505310854,정릉스카이연립 소규모재건축사업,성북구,재건축,소규모재건축사업,조합설립인가,2026-09-10
11000UQ120PS202601310058,종암8,성북구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202407010926,종암8구역,성북구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310059,종암9,성북구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11290UQ120PS202604140001,종암9구역,성북구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202503070090,종암동 125-1,성북구,모아타운,모아타운,수립범위 자문,2026-09-10
11000UQ120PS202601310060,하월곡1,성북구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202407010888,하월곡동1,성북구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014164,가락1차현대,송파구,재건축,재건축(공동),사업시행인가,2026-09-10
11000UQ120PS202411014162,가락극동,송파구,재건축,재건축(공동),건축심의,2026-09-10
11000UQ120PS202411014178,가락미륭,송파구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11000UQ120PS202411014151,가락삼익맨숀,송파구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11000UQ120PS202411014163,가락상아1차,송파구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11000UQ120PS202411014140,가락우성1차,송파구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202502050013,가락우창,송파구,신속통합기획,신속통합기획,기획완료,2026-09-10
11710UQ120PS202605210001,가락우창,송파구,재건축,재건축(공동),추진위구성,2026-09-10
11000UQ120PS202411014131,가락프라자,송파구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11000UQ120PS202411014044,가락현대5차 소규모재건축사업,송파구,재건축,소규모재건축사업,착공,2026-09-10
11000UQ120PS202503070003,거여동 555번지 일대,송파구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014451,거여새마을,송파구,재개발,재개발(주택정비형),사업시행인가,2026-09-10
11000UQ120PS202411014134,대림가락,송파구,재건축,재건축(공동),건축심의,2026-09-10
11000UQ120PS202411014467,마천1,송파구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202503310007,마천2,송파구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202407010910,마천2구역,송파구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014460,마천3,송파구,재개발,재개발(주택정비형),사업시행인가,2026-09-10
11000UQ120PS202411014457,마천4,송파구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202503310008,마천5,송파구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202407010902,마천5구역,송파구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202408313210,미성크로바,송파구,재건축,재건축(공동),준공,2026-09-10
11000UQ120PS202411014167,삼환가락,송파구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11000UQ120PS202407010872,송파 한양2차,송파구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014135,송파미성,송파구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202502050014,송파한양1차,송파구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014250,오금현대,송파구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202505317003,올림픽빌라 소규모재건축사업,송파구,재건축,소규모재건축사업,조합설립인가,2026-09-10
11000UQ120PS202505310024,올림픽선수기자촌,송파구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014526,올림픽훼미리타운,송파구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014045,유천연립 소규모재건축사업,송파구,재건축,소규모재건축사업,사업시행계획인가,2026-09-10
11000UQ120PS202411014141,"잠실우성1,2,3차",송파구,재건축,재건축(공동),건축심의,2026-09-10
11000UQ120PS202411014144,잠실우성4차,송파구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11000UQ120PS202407010936,잠실주공5,송파구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202408313211,잠실주공5단지,송파구,재건축,재건축(공동),건축심의,2026-09-10
11000UQ120PS202411014235,잠실진주,송파구,재건축,재건축(공동),준공,2026-09-10
11710UQ120PS202607230001,"장미1,2,3차",송파구,신속통합기획,신속통합기획,기획완료,2026-09-10
11710UQ120PS202607230002,"장미1,2,3차",송파구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202502050015,풍납극동,송파구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202503070100,풍납동 483-10번지 일대,송파구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202502050012,풍납미성,송파구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11710UQ120PS202605210002,풍납미성,송파구,재건축,재건축(공동),추진위구성,2026-09-10
11000UQ120PS202411014194,한양2차,송파구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202411014154,한양3차,송파구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11000UQ120PS202503070031,목2동 231-27,양천구,모아타운,모아타운,대상지선정,2026-09-10
11000UQ120PS202407010927,목2동232 일대,양천구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310061,목2동232번지일대,양천구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11470UQ120PS202605210001,목2동523번지일대역세권,양천구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11470UQ120PS202605040001,목4동 728-1번지 일대,양천구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202503070033,목동 644-1번지 일대 모아타운 관리계획,양천구,모아타운,모아타운,위원회심의,2026-09-10
11000UQ120PS202407010955,목동10단지,양천구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202601310075,목동10단지,양천구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202502050016,목동11단지,양천구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11470UQ120PS202605210002,목동11단지,양천구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202407010956,목동12단지,양천구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202505310066,목동12단지,양천구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202407010957,목동13단지,양천구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202505310065,목동13단지,양천구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202407010958,목동14단지,양천구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202505310064,목동14단지,양천구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202502050017,목동1단지,양천구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11470UQ120PS202605210003,목동1단지,양천구,재건축,재건축(공동),구역지정,2026-09-10
11000UQ120PS202502050018,목동2단지,양천구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11470UQ120PS202605210004,목동2단지,양천구,재건축,재건축(공동),구역지정,2026-09-10
11000UQ120PS202502050019,목동3단지,양천구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11470UQ120PS202605210005,목동3단지,양천구,재건축,재건축(공동),추진위구성,2026-09-10
11000UQ120PS202407010951,목동4단지,양천구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202601310076,목동4단지,양천구,재건축,재건축(공동),추진위구성,2026-09-10
11000UQ120PS202407010952,목동5단지,양천구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202601310077,목동5단지,양천구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202407010911,목동6단지,양천구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202408313170,목동6단지,양천구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202407010953,목동7단지,양천구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202601310078,목동7단지,양천구,재건축,재건축(공동),추진위구성,2026-09-10
11000UQ120PS202407010959,목동8단지,양천구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202505310063,목동8단지,양천구,재건축,재건축(공동),추진위구성,2026-09-10
11000UQ120PS202407010954,목동9단지,양천구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202601310079,목동9단지,양천구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202411014161,수정아파트,양천구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11470UQ120PS202608260001,신월1동 229번지 일대,양천구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202503070070,신월3동 173번지 일대,양천구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014524,신월5동 72 일대,양천구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11470UQ120PS202603190001,신월5동77번지일대,양천구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202407010895,신월7동 1구역,양천구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202505310059,신월7동 1구역,양천구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11470UQ120PS202604090001,신월7동2,양천구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202503070069,신월동 102-33일대,양천구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202407010969,신월시영,양천구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310080,신월시영,양천구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202411014475,신정1-3,양천구,재개발,재개발(주택정비형),사업시행인가,2026-09-10
11000UQ120PS202407010864,신정1-5,양천구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014310,신정3-1,양천구,재개발,재개발(도시정비형),추진위구성,2026-09-10
11000UQ120PS202411014311,신정3-2,양천구,재개발,재개발(도시정비형),추진위구성,2026-09-10
11000UQ120PS202601310068,신정4,양천구,재건축,재건축(단독),관리처분계획인가,2026-09-10
11000UQ120PS202505310771,신정4동 916-1번지 일대 소규모재개발사업,양천구,재개발,소규모재개발사업,조합설립추진중,2026-09-10
11000UQ120PS202505310025,신정4동 922 일대,양천구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014501,신정동 1152번지 일대,양천구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202407010899,당산1구역,영등포구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310062,당산1구역,영등포구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202505310832,당산현대2차아파트 소규모재건축사업,영등포구,재건축,소규모재건축사업,사업시행계획인가,2026-09-10
11000UQ120PS202601310028,당산현대3차,영등포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202407010922,대림1구역,영등포구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310063,대림1구역,영등포구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202503070013,대림3동 786번지 일대,영등포구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202601310027,대림우성,영등포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11560UQ120PS202605210001,대방역세권,영등포구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202601310040,대선제분1구역5지구,영등포구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014277,대선제분일대1구역1지구,영등포구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11560UQ120PS202602250001,도림1구역,영등포구,재개발,재개발(주택정비형),구역지정,2026-09-10
11000UQ120PS202601310026,도림동 133-1,영등포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014258,문래동1가A-5,영등포구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202601310041,"문래동1가A8,11지구",영등포구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202411014265,문래동2가A-4,영등포구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202411014283,"문래동4가
",영등포구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202411014138,문래동국화아파트,영등포구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202411014149,문래동남성아파트,영등포구,재건축,재건축(공동),사업시행인가,2026-09-10
11000UQ120PS202411014146,문래동진주아파트,영등포구,재건축,재건축(공동),착공,2026-09-10
11000UQ120PS202601310029,문래두산위브,영등포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202407010837,신길1,영등포구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202411014118,신길10,영등포구,재건축,재건축(공동),착공,2026-09-10
11000UQ120PS202407010848,신길13,영등포구,재건축,재건축(공동),사업시행인가,2026-09-10
11000UQ120PS202411014519,신길16-2,영등포구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014159,신길동삼성아파트,영등포구,재건축,재건축(공동),건축심의,2026-09-10
11000UQ120PS202411014137,"신길동우성2차,우창아파트",영등포구,재건축,재건축(공동),사업시행인가,2026-09-10
11000UQ120PS202411014282,신길역세권,영등포구,재개발,재개발(도시정비형),건축심의,2026-09-10
11000UQ120PS202505310027,신길우성3차,영등포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202601310034,신길우성4차,영등포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014410,신길제2구역,영등포구,재개발,재개발(주택정비형),사업시행인가,2026-09-10
11560UQ120PS202604280001,신풍역 일대,영등포구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014260,양평12,영등포구,재개발,재개발(도시정비형),준공,2026-09-10
11000UQ120PS202411014341,양평13,영등포구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11560UQ120PS202607210001,양평14,영등포구,재개발,재개발(도시정비형),추진위구성,2026-09-10
11000UQ120PS202411014165,양평동신동아아파트,영등포구,재건축,재건축(공동),건축심의,2026-09-10
11000UQ120PS202505310029,여의도 광장 38(1~2동),영등포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202407010937,여의도 광장(1~2동 제외),영등포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11560UQ120PS202603100002,여의도 대교,영등포구,신속통합기획,신속통합기획,기획완료,2026-09-10
11560UQ120PS202602230002,여의도 목화,영등포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202407010904,여의도 삼부,영등포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202505310028,여의도 삼익,영등포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202407010868,여의도 시범,영등포구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202505310030,여의도 은하,영등포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202407010869,여의도 한양,영등포구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014227,여의도공작아파트,영등포구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202411014205,여의도광장아파트28번지,영등포구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202411014228,여의도광장아파트38-1번지,영등포구,재건축,재건축(공동),조합설립인가,2026-09-10
11560UQ120PS202603100001,여의도대교아파트,영등포구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11560UQ120PS202602230001,여의도목화아파트,영등포구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202411014226,여의도미성아파트,영등포구,재건축,재건축(공동),추진위구성,2026-09-10
11000UQ120PS202411014201,여의도삼부아파트,영등포구,재건축,재건축(공동),추진위구성,2026-09-10
11560UQ120PS202607220002,여의도삼익아파트,영등포구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202601310081,여의도수정아파트,영등포구,재건축,재건축(공동),구역지정,2026-09-10
11000UQ120PS202411014191,여의도시범아파트,영등포구,재건축,재건축(공동),건축심의,2026-09-10
11560UQ120PS202607220001,여의도은하아파트,영등포구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202601310082,여의도진주아파트,영등포구,재건축,재건축(공동),추진위구성,2026-09-10
11000UQ120PS202411014192,여의도한양아파트,영등포구,재건축,재건축(공동),사업시행인가,2026-09-10
11000UQ120PS202411014313,영등포1-11,영등포구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202411014391,영등포1-12,영등포구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202411014314,영등포1-13,영등포구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202411014304,영등포1-2,영등포구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202411014259,영등포도심역세권도시정비형재개발구역,영등포구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202505319011,영등포동7가 68-1번지 일대 소규모재개발사업,영등포구,재개발,소규모재개발사업,조합설립추진중,2026-09-10
11000UQ120PS202411014130,유원제일1차아파트,영등포구,재건축,재건축(공동),착공,2026-09-10
11000UQ120PS202411014133,유원제일2차아파트,영등포구,재건축,재건축(공동),사업시행인가,2026-09-10
11000UQ120PS202411014187,강변강서아파트,용산구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202407233069,남영동업무지구2,용산구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202407233081,동자동2,용산구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014525,동후암1,용산구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202502050021,동후암3,용산구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014182,산호아파트,용산구,재건축,재건축(공동),사업시행인가,2026-09-10
11000UQ120PS202503070048,서계동 116,용산구,모아타운,모아타운,사전자문,2026-09-10
11170UQ120PS202604100001,서계동통합,용산구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310064,서계통합구역,용산구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11170UQ120PS202603120002,서빙고 신동아,용산구,신속통합기획,신속통합기획,기획완료,2026-09-10
11170UQ120PS202603120001,신동아아파트,용산구,재건축,재건축(공동),사업시행인가,2026-09-10
11000UQ120PS202407233058,신용산역북측1,용산구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202407233077,신용산역북측2,용산구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202601310030,신창동 29-1,용산구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014231,왕궁아파트,용산구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202601310031,용산동2가 1-1351,용산구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202407233093,용산역전면1-2,용산구,재개발,재개발(도시정비형),추진위구성,2026-09-10
11170UQ120PS202605070001,원효로4가 71번지 일대,용산구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014120,이촌1,용산구,재건축,재건축(단독),추진위구성,2026-09-10
11000UQ120PS202411014527,이촌1,용산구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202505310032,이태원동 730 일대,용산구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014351,정비창전면1,용산구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202411014355,정비창전면3,용산구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202411014245,중산시범아파트,용산구,재건축,재건축(공동),추진위구성,2026-09-10
11000UQ120PS202407010885,청파 2구역,용산구,신속통합기획,신속통합기획,기획완료,2026-09-10
11170UQ120PS202604130001,청파1구역,용산구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202601310065,청파2구역,용산구,재개발,재개발(주택정비형),구역지정,2026-09-10
11000UQ120PS202505310031,청파3,용산구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202502050020,청화,용산구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11170UQ120PS202607200001,청화아파트,용산구,재건축,재건축(공동),추진위구성,2026-09-10
11000UQ120PS202411014038,풍전아파트 소규모재건축사업,용산구,재건축,소규모재건축사업,조합설립인가,2026-09-10
11000UQ120PS202411014352,한강로,용산구,재개발,재개발(도시정비형),건축심의,2026-09-10
11000UQ120PS202408313038,한강맨션아파트,용산구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11000UQ120PS202408313057,한강삼익아파트,용산구,재건축,재건축(공동),사업시행인가,2026-09-10
11000UQ120PS202411014490,한남2구역,용산구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014489,한남3구역,용산구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014488,한남4구역,용산구,재개발,재개발(주택정비형),사업시행인가,2026-09-10
11000UQ120PS202411014487,한남5구역,용산구,재개발,재개발(주택정비형),건축심의,2026-09-10
11000UQ120PS202411014036,한남시범아파트 소규모재건축사업,용산구,재건축,소규모재건축사업,건축심의,2026-09-10
11000UQ120PS202411014037,한양철우아파트 소규모재건축사업,용산구,재건축,소규모재건축사업,조합설립인가,2026-09-10
11000UQ120PS202411014119,후암1,용산구,재건축,재건축(단독),추진위구성,2026-09-10
11380UQ120PS202607310001,갈현1,은평구,재개발,재개발(주택정비형),착공,2026-09-10
11380UQ120PS202605210001,갈현2,은평구,재개발,재개발(주택정비형),구역지정,2026-09-10
11380UQ120PS202603100001,갈현동 12-248일대,은평구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014434,대조1,은평구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202503070014,대조동 89번지 일대,은평구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014280,"독바위역세권
",은평구,재개발,재개발(도시정비형),건축심의,2026-09-10
11000UQ120PS202411014099,불광1,은평구,재건축,재건축(단독),사업시행인가,2026-09-10
11380UQ120PS202607020001,불광5,은평구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202503310009,불광8,은평구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11380UQ120PS202604150001,불광8구역,은평구,신속통합기획,신속통합기획,기획완료,2026-09-10
11380UQ120PS202605070001,불광동 170번지 일대,은평구,모아타운,모아타운,관리지역고시,2026-09-10
11380UQ120PS202608040001,불광동 359-1,은평구,신속통합기획,신속통합기획,기획완료,2026-09-10
11380UQ120PS202608120002,불광동 442일대 주택재개발사업 후보지,은평구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11380UQ120PS202608120001,불광동 445 일대 신속통합기획 주택재개발사업,은평구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202407010944,불광미성,은평구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202505310833,서부주택 주택재건축정비사업,은평구,재건축,소규모재건축사업,준공,2026-09-10
11000UQ120PS202505310853,성락타운 소규모재건축정비사업,은평구,재건축,소규모재건축사업,건축심의,2026-09-10
11000UQ120PS202411014397,수색12구역,은평구,재개발,재개발(도시정비형),추진위구성,2026-09-10
11000UQ120PS202411014401,수색1구역,은평구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202411014400,수색3구역,은평구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202411014399,수색5구역,은평구,재개발,재개발(도시정비형),구역지정,2026-09-10
11380UQ120PS202604210003,수색8,은평구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014108,신사1,은평구,재건축,재건축(단독),착공,2026-09-10
11380UQ120PS202604150002,신사동200번지일대,은평구,신속통합기획,신속통합기획,기획완료,2026-09-10
11380UQ120PS202605210002,신사동200번지일대,은평구,재개발,재개발(주택정비형),구역지정,2026-09-10
11380UQ120PS202604150003,신사동237번지일대,은평구,신속통합기획,신속통합기획,기획완료,2026-09-10
